variant_name,total_trades,trades_per_day,profit_factor_net,ending_equity,max_drawdown_pct,max_drawdown_eur,win_rate,expectancy,max_consecutive_losses,profit_factor_last_30,profit_factor_last_50,profit_factor_last_100,months_positive,months_negative,worst_month,worst_week,worst_day,days_in_normal,days_in_defensive,days_in_pause,trades_avoided_by_defensive,trades_avoided_by_pause,trades_avoided_by_research_filter,allow_live
main_always_active,860,0.6534954407294833,1.4029252734987274,2759.44857790347,10.033159339081424,272.43642114007343,40.46511627906977,2.045870439422564,10,1.05401507162205,1.039824203718481,1.4365755556405297,37,15,-232.61763890589327,-246.2115713486773,-135.88002373607756,662,0,0,0,0,0,False
high_margin_always_active,680,0.5167173252279635,1.408986061059531,2134.0510286860504,7.47267231855465,97.10029657370251,40.14705882352941,1.6677221010088275,10,1.497296351645771,1.6608702796881896,1.7672049379784833,38,14,-50.158627827595495,-56.95559404898751,-67.94001186803878,0,662,0,860,0,0,False
dynamic_normal_defensive_pause,243,0.18465045592705168,1.3777253249522732,1247.8325273228863,3.6795324208777695,39.146768608322645,41.56378600823045,1.019886943715514,8,1.020330836694434,0.9910112602337635,1.0542778278136453,11,5,-24.815298920205834,-24.003472378208535,-14.236289596781408,176,22,469,29,614,0,False
dynamic_plus_no_new_york_18,151,0.11474164133738601,1.5676922413353074,1220.6916677209754,3.2040691136375554,38.2261165848297,44.370860927152314,1.4615342233176525,5,0.8986574457616519,0.9929437064376205,1.1353373837939675,7,4,-8.941342352412173,-18.36287453454109,-14.236289596781408,122,8,534,10,705,12,False
