strategy_name,paper_order_id,entry_time,exit_time,symbol,timeframe,side,session,entry_price,stop_loss,take_profit,signal_reason,setup_type,score_long,score_short,score,risk_reward,lot_size,price_points,gross_pnl_eur,commission_eur,spread_cost_eur,slippage_cost_eur,total_cost_eur,pnl_eur,equity_before,equity_after,running_equity_high,drawdown_eur,drawdown_percent,daily_pnl_after,daily_trade_number,daily_loss_streak
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000106,2022-08-30 13:45:00,2022-08-30 14:15:00,XAUUSD,15m,SELL,LONDON,1732.424,1735.9620323391557,1725.3479353216883,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=90.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,4.0,90.0,90.0,2.0000000000000644,0.01,7.076064678311695,7.076064678311695,0.08,0.0,0.0,0.08,6.996064678311695,1199.9468100645454,1206.9428747428572,1206.9428747428572,0.0,0.0,6.996064678311695,1,0
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000107,2022-09-01 13:45:00,2022-09-01 14:45:00,XAUUSD,15m,SELL,LONDON,1698.888,1703.6424792471248,1689.3790415057501,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=96.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,4.0,96.0,96.0,2.0,0.01,9.508958494249782,9.508958494249782,0.08,0.0,0.0,0.08,9.428958494249782,1206.9428747428572,1216.371833237107,1216.371833237107,0.0,0.0,9.428958494249782,1,0
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000108,2022-09-01 15:00:00,2022-09-02 07:30:00,XAUUSD,15m,SELL,LONDON,1697.615,1703.4685630598538,1685.9078738802925,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=96.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,4.0,96.0,96.0,2.0,0.01,-5.853563059853741,-5.853563059853741,0.08,0.0,0.0,0.08,-5.933563059853741,1216.371833237107,1210.4382701772533,1216.371833237107,5.933563059853668,0.48780832453697903,3.495395434396041,2,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000109,2022-09-06 13:45:00,2022-09-06 15:15:00,XAUUSD,15m,SELL,LONDON,1708.728,1712.4250319289613,1701.3339361420776,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=96.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,4.0,96.0,96.0,2.0,0.01,7.394063857922447,7.394063857922447,0.08,0.0,0.0,0.08,7.314063857922447,1210.4382701772533,1217.7523340351759,1217.7523340351759,0.0,0.0,7.314063857922447,1,0
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000110,2022-09-12 14:30:00,2022-09-13 01:00:00,XAUUSD,15m,BUY,LONDON,1728.044,1723.559648808665,1737.0127023826703,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=89.0 | opposite_score=8.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,89.0,8.0,89.0,2.0000000000000506,0.01,-4.4843511913350085,-4.4843511913350085,0.08,0.0,0.0,0.08,-4.5643511913350086,1217.7523340351759,1213.187982843841,1217.7523340351759,4.564351191334936,0.3748176918873465,-4.5643511913350086,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000111,2022-09-13 10:15:00,2022-09-13 11:30:00,XAUUSD,15m,BUY,LONDON,1725.144,1722.5246623757423,1730.3826752485156,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=79.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,79.0,4.0,79.0,2.0000000000000866,0.01,5.238675248515619,5.238675248515619,0.08,0.0,0.0,0.08,5.158675248515619,1213.187982843841,1218.3466580923566,1218.3466580923566,0.0,0.0,5.158675248515619,1,0
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000112,2022-09-14 14:15:00,2022-09-14 14:45:00,XAUUSD,15m,SELL,LONDON,1701.864,1705.5054128519207,1694.5811742961585,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=79.0 | opposite_score=8.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,8.0,79.0,79.0,2.0000000000000626,0.01,-3.641412851920677,-3.641412851920677,0.08,0.0,0.0,0.08,-3.721412851920677,1218.3466580923566,1214.625245240436,1218.3466580923566,3.7214128519206042,0.3054477826325275,-3.721412851920677,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000113,2022-09-15 10:30:00,2022-09-15 12:45:00,XAUUSD,15m,SELL,LONDON,1686.234,1689.1601855879617,1680.3816288240762,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=96.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,4.0,96.0,96.0,2.0000000000000777,0.01,-2.926185587961754,-2.926185587961754,0.08,0.0,0.0,0.08,-3.0061855879617543,1214.625245240436,1211.6190596524743,1218.3466580923566,6.727598439882286,0.5521908231287898,-3.0061855879617543,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000114,2022-09-15 13:00:00,2022-09-15 14:00:00,XAUUSD,15m,SELL,LONDON,1686.186,1690.1986742942502,1678.1606514114994,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=96.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,4.0,96.0,96.0,2.0,0.01,-4.012674294250246,-4.012674294250246,0.08,0.0,0.0,0.08,-4.092674294250246,1211.6190596524743,1207.5263853582242,1218.3466580923566,10.820272734132459,0.8881111678899709,-7.098859882212,2,2
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000115,2022-09-16 13:15:00,2022-09-16 13:45:00,XAUUSD,15m,SELL,LONDON,1660.515,1664.7641321114709,1652.0167357770586,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=96.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,4.0,96.0,96.0,2.0,0.01,-4.249132111470772,-4.249132111470772,0.08,0.0,0.0,0.08,-4.329132111470772,1207.5263853582242,1203.1972532467535,1218.3466580923566,15.149404845603158,1.2434396027583439,-4.329132111470772,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000116,2022-09-19 10:15:00,2022-09-19 13:45:00,XAUUSD,15m,SELL,LONDON,1664.458,1667.791654060271,1657.7906918794583,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=96.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,4.0,96.0,96.0,2.0,0.01,-3.3336540602708737,-3.3336540602708737,0.08,0.0,0.0,0.08,-3.413654060270874,1203.1972532467535,1199.7835991864827,1218.3466580923566,18.56305890587396,1.5236270221268,-3.413654060270874,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000117,2022-09-20 10:15:00,2022-09-20 13:30:00,XAUUSD,15m,SELL,LONDON,1668.958,1671.9505456160311,1662.972908767938,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=90.0 | opposite_score=11.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,11.0,90.0,90.0,2.0,0.01,5.985091232062132,5.985091232062132,0.08,0.0,0.0,0.08,5.905091232062132,1199.7835991864827,1205.6886904185449,1218.3466580923566,12.657967673811754,1.0389463121794207,5.905091232062132,1,0
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000118,2022-09-20 13:45:00,2022-09-21 06:00:00,XAUUSD,15m,SELL,LONDON,1665.105,1668.9008135007152,1657.5133729985696,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=90.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,4.0,90.0,90.0,2.0,0.01,-3.7958135007152123,-3.7958135007152123,0.08,0.0,0.0,0.08,-3.8758135007152124,1205.6886904185449,1201.8128769178297,1218.3466580923566,16.533781174526894,1.3570670600775392,2.0292777313469195,2,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000119,2022-09-22 14:00:00,2022-09-22 15:15:00,XAUUSD,15m,BUY,LONDON,1675.87,1669.1785223803618,1689.2529552392764,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=72.0 | opposite_score=30.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,72.0,30.0,72.0,2.000000000000034,0.01,-6.691477619638135,-6.691477619638135,0.08,0.0,0.0,0.08,-6.771477619638135,1201.8128769178297,1195.0413992981917,1218.3466580923566,23.305258794164956,1.9128594180785534,-6.771477619638135,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000120,2022-09-23 13:15:00,2022-09-23 18:45:00,XAUUSD,15m,SELL,LONDON,1652.508,1658.919068076073,1639.685863847854,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=96.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,4.0,96.0,96.0,2.0,0.01,12.822136152145958,12.822136152145958,0.08,0.0,0.0,0.08,12.742136152145958,1195.0413992981917,1207.7835354503377,1218.3466580923566,10.563122642018925,0.8670046880219036,12.742136152145958,1,0
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000121,2022-09-26 10:00:00,2022-09-26 12:00:00,XAUUSD,15m,SELL,LONDON,1636.678,1641.8500791439217,1626.333841712157,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=96.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,4.0,96.0,96.0,2.0,0.01,-5.1720791439215645,-5.1720791439215645,0.08,0.0,0.0,0.08,-5.252079143921565,1207.7835354503377,1202.5314563064162,1218.3466580923566,15.815201785940417,1.2980871807621068,-5.252079143921565,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000122,2022-09-29 14:00:00,2022-09-29 14:15:00,XAUUSD,15m,BUY,LONDON,1652.728,1647.1317837478684,1663.9204325042633,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=72.0 | opposite_score=30.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,72.0,30.0,72.0,2.0,0.01,-5.596216252131626,-5.596216252131626,0.08,0.0,0.0,0.08,-5.676216252131626,1202.5314563064162,1196.8552400542846,1218.3466580923566,21.49141803807197,1.7639821881009186,-5.676216252131626,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000123,2022-09-29 14:45:00,2022-09-30 05:30:00,XAUUSD,15m,BUY,LONDON,1653.215,1646.987821389966,1665.669357220068,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=72.0 | opposite_score=30.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,72.0,30.0,72.0,2.0000000000000364,0.01,12.454357220068005,12.454357220068005,0.08,0.0,0.0,0.08,12.374357220068005,1196.8552400542846,1209.2295972743527,1218.3466580923566,9.117060818003893,0.7483141811443927,6.698140967936379,2,0
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000124,2022-09-30 13:30:00,2022-09-30 17:00:00,XAUUSD,15m,BUY,LONDON,1668.828,1663.7417177735751,1679.0005644528496,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=85.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,85.0,4.0,85.0,2.0,0.01,-5.086282226424828,-5.086282226424828,0.08,0.0,0.0,0.08,-5.166282226424828,1209.2295972743527,1204.063315047928,1218.3466580923566,14.283343044428648,1.1723545962520219,-5.166282226424828,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000125,2022-10-04 13:15:00,2022-10-04 14:30:00,XAUUSD,15m,BUY,LONDON,1708.722,1703.9297298020022,1718.3065403959956,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=85.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,85.0,4.0,85.0,2.0,0.01,9.584540395995646,9.584540395995646,0.08,0.0,0.0,0.08,9.504540395995646,1204.063315047928,1213.5678554439237,1218.3466580923566,4.778802648432929,0.39223669361193203,9.504540395995646,1,0
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000126,2022-10-05 22:00:00,2022-10-06 00:15:00,XAUUSD,15m,BUY,NEW YORK,1714.814,1711.5059902860141,1721.4300194279722,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=89.0 | opposite_score=8.0 | session=NEW YORK | RR=2.00,V50 realtime loss proxy,89.0,8.0,89.0,2.000000000000069,0.01,6.616019427972105,6.616019427972105,0.08,0.0,0.0,0.08,6.536019427972105,1213.5678554439237,1220.1038748718959,1220.1038748718959,0.0,0.0,6.536019427972105,1,0
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000127,2022-10-11 10:15:00,2022-10-11 11:00:00,XAUUSD,15m,SELL,LONDON,1663.105,1667.0296689245308,1655.2556621509384,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=96.0 | opposite_score=11.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,11.0,96.0,96.0,2.0,0.01,-3.924668924530806,-3.924668924530806,0.08,0.0,0.0,0.08,-4.004668924530806,1220.1038748718959,1216.0992059473651,1220.1038748718959,4.004668924530733,0.3282236051378168,-4.004668924530806,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000128,2022-10-12 22:15:00,2022-10-13 02:15:00,XAUUSD,15m,BUY,NEW YORK,1673.438,1670.4039214022516,1679.506157195497,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=72.0 | opposite_score=30.0 | session=NEW YORK | RR=2.00,V50 realtime loss proxy,72.0,30.0,72.0,2.0,0.01,-3.0340785977484757,-3.0340785977484757,0.08,0.0,0.0,0.08,-3.1140785977484757,1216.0992059473651,1212.9851273496167,1220.1038748718959,7.118747522279136,0.5834542180293104,-3.1140785977484757,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000129,2022-10-18 10:00:00,2022-10-18 12:15:00,XAUUSD,15m,SELL,LONDON,1651.868,1655.5710932895704,1644.4618134208588,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=76.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,4.0,76.0,76.0,2.0000000000000613,0.01,-3.703093289570461,-3.703093289570461,0.08,0.0,0.0,0.08,-3.783093289570461,1212.9851273496167,1209.2020340600463,1220.1038748718959,10.901840811849524,0.8935174321116025,-3.783093289570461,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000130,2022-10-18 14:30:00,2022-10-19 06:15:00,XAUUSD,15m,SELL,LONDON,1650.967,1654.7618075316639,1643.3773849366726,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=80.0 | opposite_score=15.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,15.0,80.0,80.0,2.0,0.01,7.589615063327528,7.589615063327528,0.08,0.0,0.0,0.08,7.509615063327528,1209.2020340600463,1216.711649123374,1220.1038748718959,3.3922257485219234,0.27802761866304937,3.7265217737570673,2,0
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000131,2022-10-19 14:00:00,2022-10-20 01:00:00,XAUUSD,15m,SELL,LONDON,1634.898,1639.5725426960994,1625.548914607801,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=100.0 | opposite_score=8.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,8.0,100.0,100.0,2.0,0.01,9.349085392198958,9.349085392198958,0.08,0.0,0.0,0.08,9.269085392198958,1216.711649123374,1225.980734515573,1225.980734515573,0.0,0.0,9.269085392198958,1,0
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000132,2022-10-25 18:30:00,2022-10-26 00:15:00,XAUUSD,15m,BUY,NEW YORK,1654.418,1650.773717730744,1661.7065645385117,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=89.0 | opposite_score=30.0 | session=NEW YORK | RR=2.00,V50 realtime loss proxy,89.0,30.0,89.0,2.0,0.01,-3.644282269255882,-3.644282269255882,0.08,0.0,0.0,0.08,-3.724282269255882,1225.980734515573,1222.2564522463172,1225.980734515573,3.7242822692558093,0.30377983637136036,-3.724282269255882,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000133,2022-10-26 14:15:00,2022-10-26 20:15:00,XAUUSD,15m,BUY,LONDON,1668.098,1663.4226755590262,1677.4486488819475,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=89.0 | opposite_score=8.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,89.0,8.0,89.0,2.0,0.01,-4.675324440973782,-4.675324440973782,0.08,0.0,0.0,0.08,-4.755324440973782,1222.2564522463172,1217.5011278053435,1225.980734515573,8.479606710229518,0.6916590507093165,-4.755324440973782,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000134,2022-10-28 13:30:00,2022-10-31 13:15:00,XAUUSD,15m,SELL,LONDON,1646.618,1652.3811070081535,1635.0917859836927,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=96.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,4.0,96.0,96.0,2.0,0.01,11.526214016307222,11.526214016307222,0.08,0.0,0.0,0.08,11.446214016307222,1217.5011278053435,1228.9473418216508,1228.9473418216508,0.0,0.0,11.446214016307222,1,0
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000135,2022-10-31 13:45:00,2022-10-31 14:30:00,XAUUSD,15m,SELL,LONDON,1637.198,1640.78492984855,1630.0241403029,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=96.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,4.0,96.0,96.0,2.0000000000000635,0.01,-3.586929848549971,-3.586929848549971,0.08,0.0,0.0,0.08,-3.6669298485499713,1228.9473418216508,1225.2804119731009,1228.9473418216508,3.6669298485498985,0.29837973717526917,-3.6669298485499713,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000136,2022-10-31 15:30:00,2022-11-01 05:45:00,XAUUSD,15m,SELL,LONDON,1637.358,1640.8009791336322,1630.4720417327355,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=96.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,4.0,96.0,96.0,2.0,0.01,-3.442979133632207,-3.442979133632207,0.08,0.0,0.0,0.08,-3.522979133632207,1225.2804119731009,1221.7574328394687,1228.9473418216508,7.189908982182033,0.585046139692571,-7.189908982182178,2,2
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000137,2022-11-01 18:15:00,2022-11-02 10:30:00,XAUUSD,15m,BUY,NEW YORK,1648.738,1644.905770932151,1656.4024581356982,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=78.0 | opposite_score=30.0 | session=NEW YORK | RR=2.00,V50 realtime loss proxy,78.0,30.0,78.0,2.0,0.01,7.664458135698169,7.664458135698169,0.08,0.0,0.0,0.08,7.584458135698169,1221.7574328394687,1229.341890975167,1229.341890975167,0.0,0.0,7.584458135698169,1,0
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000138,2022-11-02 13:15:00,2022-11-02 13:45:00,XAUUSD,15m,BUY,LONDON,1656.018,1652.7849158908507,1662.4841682182987,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=85.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,85.0,4.0,85.0,2.0,0.01,-3.233084109149331,-3.233084109149331,0.08,0.0,0.0,0.08,-3.3130841091493313,1229.341890975167,1226.0288068660177,1229.341890975167,3.3130841091492584,0.26950062740652053,-3.3130841091493313,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000139,2022-11-03 13:45:00,2022-11-03 14:00:00,XAUUSD,15m,SELL,LONDON,1619.108,1624.266729794494,1608.7905404110115,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=96.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,4.0,96.0,96.0,2.000000000000044,0.01,-5.158729794494093,-5.158729794494093,0.08,0.0,0.0,0.08,-5.238729794494093,1226.0288068660177,1220.7900770715237,1229.341890975167,8.551813903643279,0.6956416247118702,-5.238729794494093,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000140,2022-11-04 10:00:00,2022-11-04 12:30:00,XAUUSD,15m,BUY,LONDON,1646.178,1642.5108489432755,1653.5123021134493,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=85.0 | opposite_score=26.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,85.0,26.0,85.0,2.0,0.01,7.334302113449212,7.334302113449212,0.08,0.0,0.0,0.08,7.254302113449212,1220.7900770715237,1228.044379184973,1229.341890975167,1.2975117901939939,0.10554523519610574,7.254302113449212,1,0
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000141,2022-11-07 13:00:00,2022-11-08 00:00:00,XAUUSD,15m,BUY,LONDON,1676.168,1672.9049454606297,1682.6941090787402,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=85.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,85.0,4.0,85.0,2.0,0.01,-3.2630545393701595,-3.2630545393701595,0.08,0.0,0.0,0.08,-3.3430545393701596,1228.044379184973,1224.7013246456029,1229.341890975167,4.640566329564081,0.37748378735251453,-3.3430545393701596,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000142,2022-11-09 15:15:00,2022-11-09 18:30:00,XAUUSD,15m,BUY,LONDON,1712.098,1706.7787070389718,1722.7365859220565,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=96.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,96.0,4.0,96.0,2.0000000000000426,0.01,-5.319292961028168,-5.319292961028168,0.08,0.0,0.0,0.08,-5.399292961028168,1224.7013246456029,1219.3020316845748,1229.341890975167,10.039859290592176,0.8166856888467476,-5.399292961028168,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000143,2022-11-11 13:00:00,2022-11-11 14:30:00,XAUUSD,15m,BUY,LONDON,1760.078,1755.5597394644426,1769.114521071115,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=96.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,96.0,4.0,96.0,2.00000000000005,0.01,-4.518260535557374,-4.518260535557374,0.08,0.0,0.0,0.08,-4.598260535557374,1219.3020316845748,1214.7037711490175,1229.341890975167,14.638119826149477,1.1907281394712654,-4.598260535557374,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000144,2022-11-11 14:45:00,2022-11-11 21:30:00,XAUUSD,15m,BUY,LONDON,1760.627,1755.5805646596534,1770.719870680693,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=78.0 | opposite_score=8.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,78.0,8.0,78.0,2.0,0.01,10.092870680693068,10.092870680693068,0.08,0.0,0.0,0.08,10.012870680693068,1214.7037711490175,1224.7166418297106,1229.341890975167,4.625249145456337,0.37623782117986637,5.414610145135693,2,0
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000145,2022-11-14 14:00:00,2022-11-14 15:00:00,XAUUSD,15m,BUY,LONDON,1762.758,1758.7613629971686,1770.7512740056632,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=79.0 | opposite_score=15.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,79.0,15.0,79.0,2.000000000000057,0.01,7.993274005663125,7.993274005663125,0.08,0.0,0.0,0.08,7.9132740056631246,1224.7166418297106,1232.6299158353738,1232.6299158353738,0.0,0.0,7.9132740056631246,1,0
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000146,2022-11-14 21:00:00,2022-11-15 00:15:00,XAUUSD,15m,BUY,NEW YORK,1771.058,1767.9110259209037,1777.3519481581927,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=100.0 | opposite_score=8.0 | session=NEW YORK | RR=2.00,V50 realtime loss proxy,100.0,8.0,100.0,2.0000000000000724,0.01,-3.1469740790962533,-3.1469740790962533,0.08,0.0,0.0,0.08,-3.2269740790962533,1232.6299158353738,1229.4029417562776,1232.6299158353738,3.2269740790961805,0.26179585921449966,4.686299926566871,2,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000147,2022-11-15 10:00:00,2022-11-15 13:30:00,XAUUSD,15m,BUY,LONDON,1775.958,1772.1065034209914,1783.6609931580176,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=96.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,96.0,4.0,96.0,2.000000000000059,0.01,7.702993158017534,7.702993158017534,0.08,0.0,0.0,0.08,7.622993158017534,1229.4029417562776,1237.0259349142952,1237.0259349142952,0.0,0.0,7.622993158017534,1,0
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000148,2022-11-15 19:30:00,2022-11-17 01:45:00,XAUUSD,15m,BUY,NEW YORK,1775.647,1769.1711546598676,1788.5986906802648,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=100.0 | opposite_score=8.0 | session=NEW YORK | RR=2.00,V50 realtime loss proxy,100.0,8.0,100.0,2.000000000000035,0.01,-6.4758453401323095,-6.4758453401323095,0.08,0.0,0.0,0.08,-6.55584534013231,1237.0259349142952,1230.470089574163,1237.0259349142952,6.555845340132237,0.5299683018033445,1.0671478178852247,2,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000149,2022-11-21 10:45:00,2022-11-21 13:15:00,XAUUSD,15m,SELL,LONDON,1741.618,1744.778428498873,1735.297143002254,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=SELL | score=85.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,4.0,85.0,85.0,2.0,0.01,-3.1604284988729887,-3.1604284988729887,0.08,0.0,0.0,0.08,-3.240428498872989,1230.470089574163,1227.22966107529,1237.0259349142952,9.796273839005153,0.7919214595677712,-3.240428498872989,1,1
proxy_hardened_no_worst_hours,proxy_hardened_no_worst_hours-000150,2022-11-24 10:15:00,2022-11-24 18:45:00,XAUUSD,15m,BUY,LONDON,1756.258,1753.7088190177374,1761.3563619645256,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=96.0 | opposite_score=4.0 | session=LONDON | RR=2.00,V50 realtime loss proxy,96.0,4.0,96.0,2.0000000000000893,0.01,-2.549180982262669,-2.549180982262669,0.08,0.0,0.0,0.08,-2.6291809822626693,1227.22966107529,1224.6004800930275,1237.0259349142952,12.42545482126775,1.0044619494682316,-2.6291809822626693,1,1
