strategy_name,report_as_of,status,warning_reasons,stop_reasons,equity_current,total_profit_loss,current_drawdown_eur,current_drawdown_pct,max_drawdown_eur,max_drawdown_pct,total_trades,trades_today,trades_week,trades_month,profit_factor_total,profit_factor_last_30,profit_factor_last_50,win_rate_total,win_rate_last_30,max_consecutive_losses,current_consecutive_losses,daily_loss_current,daily_loss_current_pct,weekly_loss_current,weekly_loss_current_pct,total_no_trade_days,current_no_trade_days,last_trade_time,last_entry_reason,last_session,last_result
proxy_hardened_no_worst_hours,2026-05-07,WARNING,drawdown 10.03% > 8%; PF ultime 30 operazioni 1.05 < 1.10,,2759.44857790347,1759.4485779034699,0.0,0.0,272.43642114007343,10.033159339081424,860,1,3,5,1.4029252734987274,1.05401507162205,1.039824203718481,40.46511627906977,40.0,10,0,0.0,0.0,0.0,0.0,654,0,2026-05-07 10:15:00,V50 realtime loss proxy | variant=proxy_hardened_no_worst_hours | Side=BUY | score=85.0 | opposite_score=4.0 | session=LONDON | RR=2.00,LONDON,WIN
