total_trades,wins,losses,breakeven,win_rate,net_profit,profit_factor,average_win,average_loss,expectancy,max_drawdown,max_consecutive_wins,max_consecutive_losses
16,9,7,0,56.25,55.97571188821226,2.533267913317581,10.275907616076855,-5.215350950925633,3.4984819930132662,15.999361974281783,6,3
